position,GK
minutes,0.2296
passes_completed,-0.3272
passes,-0.2141
dribbles_completed,-0.6858
dribbles,-0.6807
passes_completed_short,-0.7281
passes_short,-0.7601
passes_completed_medium,-0.2822
passes_medium,-0.3722
passes_completed_long,0.6249
passes_long,1.0489
passes_total_distance,0.0477
passes_free_kicks,0.9703
through_balls,-0.5
passes_pressure,-0.5245
passes_switches,-0.3428
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.8134
passes_blocked,-0.797
dispossessed,-0.7032
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6611
shots_on_target,-0.5775
sca,-0.6888
gca,-0.6302
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.6232
passes_into_penalty_area,-0.6507
progressive_passes,-0.7807
carry_progressive_distance,-0.4834
assisted_shots,-0.6472
fouled,-0.5421
pens_won,-0.3681
tackles,-0.8323
interceptions,-0.7673
blocks,-0.8502
tackles_won,-0.8076
dribble_tackles,-0.7477
dribbles_vs,-0.8107
pressures,-0.9002
pressure_regains,-0.9168
clearances,-0.6104
errors,0.2502
aerials_won,-0.6772
aerials_lost,-0.7402
ball_recoveries,-0.433
pens_conceded,-0.4889
fouls,-0.9183
cards_yellow_red,-0.3235
