position,LW
minutes,0.397
passes_completed,-0.2564
passes,-0.1717
dribbles_completed,1.3787
dribbles,1.3447
passes_completed_short,-0.017
passes_short,0.1138
passes_completed_medium,-0.4333
passes_medium,-0.3641
passes_completed_long,-0.3435
passes_long,-0.3448
passes_total_distance,-0.3523
passes_free_kicks,-0.5789
through_balls,0.1405
passes_pressure,0.2163
passes_switches,0.1316
crosses,0.4496
corner_kicks,-0.2996
passes_intercepted,0.3384
passes_blocked,0.6732
dispossessed,1.5802
goals,0.7142
assists,0.3454
pens_made,1.1384
pens_att,0.8987
shots_total,1.7696
shots_on_target,1.3815
sca,0.8785
gca,0.7373
xg,1.5458
crosses_into_penalty_area,1.0337
passes_into_final_third,-0.2882
passes_into_penalty_area,0.6906
progressive_passes,-0.114
carry_progressive_distance,0.3525
assisted_shots,0.5096
fouled,1.134
pens_won,0.7686
tackles,-0.1169
interceptions,-0.0906
blocks,0.2135
tackles_won,0.0161
dribble_tackles,-0.106
dribbles_vs,-0.086
pressures,0.5969
pressure_regains,0.2845
clearances,-0.3229
errors,-0.5331
aerials_won,0.8214
aerials_lost,2.2121
ball_recoveries,-0.1827
pens_conceded,0.7569
fouls,0.3987
cards_yellow_red,2.2462
