position,CB
minutes,0.8678
passes_completed,0.4079
passes,0.5791
dribbles_completed,-0.6103
dribbles,-0.5893
passes_completed_short,0.352
passes_short,0.3768
passes_completed_medium,0.49
passes_medium,0.6309
passes_completed_long,0.2245
passes_long,0.6
passes_total_distance,0.3782
passes_free_kicks,-0.0994
through_balls,-0.2865
passes_pressure,0.5801
passes_switches,-0.0509
crosses,0.3039
corner_kicks,-0.226
passes_intercepted,0.3781
passes_blocked,0.9224
dispossessed,-0.6071
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.4063
shots_on_target,-0.4229
sca,-0.2351
gca,-0.2094
xg,-0.4653
crosses_into_penalty_area,0.3801
passes_into_final_third,0.8566
passes_into_penalty_area,0.1114
progressive_passes,0.5093
carry_progressive_distance,-0.2065
assisted_shots,-0.2616
fouled,-0.1104
pens_won,-0.3681
tackles,0.8244
interceptions,1.5834
blocks,2.0644
tackles_won,0.1044
dribble_tackles,1.3913
dribbles_vs,0.7532
pressures,0.4068
pressure_regains,0.2371
clearances,2.3363
errors,0.2502
aerials_won,1.543
aerials_lost,0.6112
ball_recoveries,1.1136
pens_conceded,0.7569
fouls,-0.2732
cards_yellow_red,-0.3235
