position,FW
minutes,0.5151
passes_completed,-0.4435
passes,-0.4036
dribbles_completed,0.4975
dribbles,0.5528
passes_completed_short,-0.2596
passes_short,-0.164
passes_completed_medium,-0.548
passes_medium,-0.5213
passes_completed_long,-0.5531
passes_long,-0.5692
passes_total_distance,-0.5346
passes_free_kicks,-0.6158
through_balls,-0.5
passes_pressure,0.1681
passes_switches,-0.507
crosses,-0.2242
corner_kicks,-0.3242
passes_intercepted,-0.0985
passes_blocked,0.1748
dispossessed,1.2437
goals,2.1642
assists,0.3454
pens_made,-0.2258
pens_att,-0.2444
shots_total,1.9069
shots_on_target,1.9486
sca,0.3974
gca,0.6321
xg,2.385
crosses_into_penalty_area,-0.2735
passes_into_final_third,-0.4092
passes_into_penalty_area,-0.2849
progressive_passes,-0.3478
carry_progressive_distance,-0.2966
assisted_shots,0.0965
fouled,0.4737
pens_won,0.7686
tackles,-0.3805
interceptions,-0.4823
blocks,-0.1482
tackles_won,-0.3958
dribble_tackles,-0.5338
dribbles_vs,-0.2957
pressures,0.4025
pressure_regains,0.5691
clearances,-0.2716
errors,-0.5331
aerials_won,1.1175
aerials_lost,2.1497
ball_recoveries,-0.3433
pens_conceded,-0.4889
fouls,-0.0044
cards_yellow_red,-0.3235
