position,LB
minutes,1.6138
passes_completed,1.9017
passes,2.2588
dribbles_completed,0.3968
dribbles,0.5681
passes_completed_short,2.2303
passes_short,2.3692
passes_completed_medium,1.6427
passes_medium,1.9645
passes_completed_long,1.2209
passes_long,1.7222
passes_total_distance,1.6734
passes_free_kicks,2.1506
through_balls,0.354
passes_pressure,2.4957
passes_switches,2.266
crosses,5.3478
corner_kicks,4.5373
passes_intercepted,3.2378
passes_blocked,3.6384
dispossessed,0.8831
goals,0.0551
assists,2.4235
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.6131
shots_on_target,0.2473
sca,2.2534
gca,1.684
xg,-0.147
crosses_into_penalty_area,4.6752
passes_into_final_third,1.5174
passes_into_penalty_area,2.3063
progressive_passes,2.2149
carry_progressive_distance,1.1902
assisted_shots,3.3464
fouled,0.9055
pens_won,-0.3681
tackles,2.7448
interceptions,2.1177
blocks,2.5963
tackles_won,1.9579
dribble_tackles,2.2469
dribbles_vs,1.4588
pressures,1.5388
pressure_regains,1.7783
clearances,2.172
errors,1.0334
aerials_won,2.8566
aerials_lost,1.1933
ball_recoveries,2.1783
pens_conceded,2.0027
fouls,1.6621
cards_yellow_red,-0.3235
