position,RB
minutes,-0.7808
passes_completed,-0.5548
passes,-0.5763
dribbles_completed,-0.434
dribbles,-0.4523
passes_completed_short,-0.554
passes_short,-0.5669
passes_completed_medium,-0.4934
passes_medium,-0.5099
passes_completed_long,-0.4972
passes_long,-0.4806
passes_total_distance,-0.5405
passes_free_kicks,-0.5974
through_balls,-0.073
passes_pressure,-0.6034
passes_switches,-0.5617
crosses,-0.1695
corner_kicks,-0.3242
passes_intercepted,-0.1382
passes_blocked,-0.3983
dispossessed,-0.6311
goals,-0.4721
assists,-0.3472
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6415
shots_on_target,-0.526
sca,-0.5925
gca,-0.4198
xg,-0.5088
crosses_into_penalty_area,-0.0868
passes_into_final_third,-0.4464
passes_into_penalty_area,-0.2544
progressive_passes,-0.3738
carry_progressive_distance,-0.5171
assisted_shots,-0.5645
fouled,-0.7453
pens_won,-0.3681
tackles,-0.6629
interceptions,-0.5892
blocks,-0.7439
tackles_won,-0.6605
dribble_tackles,-0.5338
dribbles_vs,-0.5818
pressures,-0.6647
pressure_regains,-0.6797
clearances,-0.4667
errors,-0.5331
aerials_won,-0.6402
aerials_lost,-0.6155
ball_recoveries,-0.6123
pens_conceded,-0.4889
fouls,-0.7839
cards_yellow_red,-0.3235
