position,LB
minutes,0.9585
passes_completed,0.3262
passes,0.5672
dribbles_completed,1.706
dribbles,1.9539
passes_completed_short,0.6112
passes_short,0.6638
passes_completed_medium,0.0821
passes_medium,0.2193
passes_completed_long,0.1919
passes_long,0.7663
passes_total_distance,0.2256
passes_free_kicks,1.9293
through_balls,0.9945
passes_pressure,0.7379
passes_switches,1.2444
crosses,2.489
corner_kicks,3.6779
passes_intercepted,1.4505
passes_blocked,1.1466
dispossessed,1.7965
goals,0.846
assists,1.7308
pens_made,0.4563
pens_att,0.8987
shots_total,1.6324
shots_on_target,1.5877
sca,1.3047
gca,1.2633
xg,1.0394
crosses_into_penalty_area,2.621
passes_into_final_third,0.5308
passes_into_penalty_area,1.1479
progressive_passes,0.5613
carry_progressive_distance,0.2549
assisted_shots,1.6939
fouled,0.0928
pens_won,-0.3681
tackles,-0.1357
interceptions,0.4437
blocks,0.5539
tackles_won,-0.131
dribble_tackles,0.0009
dribbles_vs,0.2192
pressures,0.9555
pressure_regains,0.5295
clearances,-0.3024
errors,-0.5331
aerials_won,-0.3812
aerials_lost,-0.1165
ball_recoveries,0.4524
pens_conceded,-0.4889
fouls,-0.2195
cards_yellow_red,-0.3235
