position,FW
minutes,-0.364
passes_completed,-0.6475
passes,-0.6083
dribbles_completed,-0.2074
dribbles,-0.0259
passes_completed_short,-0.5208
passes_short,-0.4584
passes_completed_medium,-0.6719
passes_medium,-0.6071
passes_completed_long,-0.6648
passes_long,-0.6579
passes_total_distance,-0.6893
passes_free_kicks,-0.6158
through_balls,-0.2865
passes_pressure,-0.4237
passes_switches,-0.6529
crosses,-0.297
corner_kicks,-0.3242
passes_intercepted,-0.3765
passes_blocked,-0.4481
dispossessed,0.2822
goals,0.3188
assists,-0.3472
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.5151
shots_on_target,0.5051
sca,-0.1113
gca,-0.3146
xg,0.4462
crosses_into_penalty_area,-0.1802
passes_into_final_third,-0.5395
passes_into_penalty_area,-0.4678
progressive_passes,-0.5642
carry_progressive_distance,-0.5267
assisted_shots,-0.0137
fouled,-0.1358
pens_won,-0.3681
tackles,-0.5123
interceptions,-0.6604
blocks,-0.4035
tackles_won,-0.5134
dribble_tackles,-0.6408
dribbles_vs,-0.4865
pressures,-0.1139
pressure_regains,-0.3399
clearances,-0.1381
errors,-0.5331
aerials_won,1.0065
aerials_lost,1.027
ball_recoveries,-0.5003
pens_conceded,-0.4889
fouls,0.0493
cards_yellow_red,-0.3235
