position,CM
minutes,1.9004
passes_completed,0.5909
passes,0.7002
dribbles_completed,2.99
dribbles,2.959
passes_completed_short,1.2663
passes_short,1.3592
passes_completed_medium,0.1367
passes_medium,0.2825
passes_completed_long,-0.1852
passes_long,-0.1592
passes_total_distance,0.215
passes_free_kicks,-0.4867
through_balls,2.7024
passes_pressure,1.7681
passes_switches,-0.0326
crosses,0.7227
corner_kicks,-0.3242
passes_intercepted,1.4108
passes_blocked,2.1932
dispossessed,5.0654
goals,3.2187
assists,1.9617
pens_made,0.4563
pens_att,0.3272
shots_total,2.4557
shots_on_target,2.8765
sca,2.5971
gca,2.3152
xg,2.3127
crosses_into_penalty_area,0.8469
passes_into_final_third,0.4471
passes_into_penalty_area,1.6661
progressive_passes,0.8643
carry_progressive_distance,1.4591
assisted_shots,1.9968
fouled,2.3531
pens_won,-0.3681
tackles,1.6528
interceptions,1.6546
blocks,2.5112
tackles_won,1.6343
dribble_tackles,0.9635
dribbles_vs,2.3933
pressures,3.4204
pressure_regains,2.8611
clearances,0.0261
errors,0.2502
aerials_won,0.4144
aerials_lost,2.4408
ball_recoveries,1.1061
pens_conceded,-0.4889
fouls,2.0921
cards_yellow_red,-0.3235
