position,GK
minutes,1.4575
passes_completed,0.5605
passes,0.8124
dribbles_completed,-0.5347
dribbles,-0.5893
passes_completed_short,-0.4648
passes_short,-0.5265
passes_completed_medium,0.4863
passes_medium,0.3262
passes_completed_long,2.9575
passes_long,3.5813
passes_total_distance,1.5713
passes_free_kicks,3.4416
through_balls,-0.5
passes_pressure,0.0804
passes_switches,1.0072
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.6546
passes_blocked,-0.7721
dispossessed,-0.7273
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6611
shots_on_target,-0.5775
sca,-0.5238
gca,-0.4198
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.2137
passes_into_penalty_area,-0.5898
progressive_passes,-0.772
carry_progressive_distance,0.3409
assisted_shots,-0.5645
fouled,-0.3897
pens_won,-0.3681
tackles,-0.8512
interceptions,-0.7673
blocks,-0.8928
tackles_won,-0.8371
dribble_tackles,-0.8012
dribbles_vs,-0.7344
pressures,-0.898
pressure_regains,-0.8931
clearances,-0.5283
errors,1.8167
aerials_won,-0.6772
aerials_lost,-0.761
ball_recoveries,0.5047
pens_conceded,-0.4889
fouls,-0.8915
cards_yellow_red,-0.3235
