position,CM
minutes,-0.9183
passes_completed,-0.7723
passes,-0.8047
dribbles_completed,-0.6354
dribbles,-0.6502
passes_completed_short,-0.7634
passes_short,-0.7803
passes_completed_medium,-0.721
passes_medium,-0.7368
passes_completed_long,-0.6508
passes_long,-0.6634
passes_total_distance,-0.75
passes_free_kicks,-0.5974
through_balls,-0.5
passes_pressure,-0.8533
passes_switches,-0.5982
crosses,-0.4427
corner_kicks,-0.3242
passes_intercepted,-0.8134
passes_blocked,-0.7222
dispossessed,-0.6311
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.5827
shots_on_target,-0.4229
sca,-0.6338
gca,-0.6302
xg,-0.4798
crosses_into_penalty_area,-0.2735
passes_into_final_third,-0.6232
passes_into_penalty_area,-0.5288
progressive_passes,-0.6941
carry_progressive_distance,-0.7827
assisted_shots,-0.5921
fouled,-0.7961
pens_won,-0.3681
tackles,-0.6252
interceptions,-0.7673
blocks,-0.7439
tackles_won,-0.69
dribble_tackles,-0.6943
dribbles_vs,-0.6581
pressures,-0.6863
pressure_regains,-0.7272
clearances,-0.5386
errors,-0.5331
aerials_won,-0.6587
aerials_lost,-0.6987
ball_recoveries,-0.8028
pens_conceded,-0.4889
fouls,-0.7571
cards_yellow_red,-0.3235
