position,LM
minutes,-0.9191
passes_completed,-0.8237
passes,-0.8653
dribbles_completed,-0.4592
dribbles,-0.3457
passes_completed_short,-0.7903
passes_short,-0.8061
passes_completed_medium,-0.7793
passes_medium,-0.8146
passes_completed_long,-0.7207
passes_long,-0.7327
passes_total_distance,-0.8098
passes_free_kicks,-0.6158
through_balls,-0.5
passes_pressure,-0.8401
passes_switches,-0.7076
crosses,-0.5884
corner_kicks,-0.3242
passes_intercepted,-0.8134
passes_blocked,-0.7471
dispossessed,-0.3908
goals,-0.4721
assists,-0.5781
pens_made,0.4563
pens_att,0.3272
shots_total,-0.6023
shots_on_target,-0.526
sca,-0.62
gca,-0.4198
xg,-0.3785
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.7163
passes_into_penalty_area,-0.6507
progressive_passes,-0.772
carry_progressive_distance,-0.7232
assisted_shots,-0.6196
fouled,-0.5167
pens_won,0.7686
tackles,-0.7759
interceptions,-0.7317
blocks,-0.7864
tackles_won,-0.7194
dribble_tackles,-0.7477
dribbles_vs,-0.7725
pressures,-0.6842
pressure_regains,-0.7113
clearances,-0.5488
errors,-0.5331
aerials_won,-0.6402
aerials_lost,-0.6155
ball_recoveries,-0.8439
pens_conceded,-0.4889
fouls,-0.8108
cards_yellow_red,-0.3235
