position,RB
minutes,-0.7342
passes_completed,-0.6104
passes,-0.6445
dribbles_completed,-0.434
dribbles,-0.4218
passes_completed_short,-0.5664
passes_short,-0.5872
passes_completed_medium,-0.5662
passes_medium,-0.5893
passes_completed_long,-0.5996
passes_long,-0.5803
passes_total_distance,-0.6184
passes_free_kicks,-0.542
through_balls,-0.5
passes_pressure,-0.7481
passes_switches,-0.6164
crosses,-0.4609
corner_kicks,-0.3242
passes_intercepted,-0.6148
passes_blocked,-0.6475
dispossessed,-0.6792
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.5827
shots_on_target,-0.526
sca,-0.51
gca,-0.4198
xg,-0.5088
crosses_into_penalty_area,-0.1802
passes_into_final_third,-0.5302
passes_into_penalty_area,-0.3154
progressive_passes,-0.5989
carry_progressive_distance,-0.6565
assisted_shots,-0.4819
fouled,-0.5675
pens_won,-0.3681
tackles,-0.5123
interceptions,-0.6604
blocks,-0.5524
tackles_won,-0.5429
dribble_tackles,-0.3199
dribbles_vs,-0.4865
pressures,-0.5718
pressure_regains,-0.6244
clearances,-0.3024
errors,-0.5331
aerials_won,-0.5477
aerials_lost,-0.5947
ball_recoveries,-0.6086
pens_conceded,-0.4889
fouls,-0.6496
cards_yellow_red,-0.3235
