position,WB
minutes,-0.883
passes_completed,-0.6736
passes,-0.7086
dribbles_completed,-0.6354
dribbles,-0.6502
passes_completed_short,-0.6991
passes_short,-0.7159
passes_completed_medium,-0.5881
passes_medium,-0.6152
passes_completed_long,-0.5717
passes_long,-0.5775
passes_total_distance,-0.6432
passes_free_kicks,-0.4683
through_balls,-0.5
passes_pressure,-0.77
passes_switches,-0.4705
crosses,-0.3152
corner_kicks,-0.226
passes_intercepted,-0.6546
passes_blocked,-0.7222
dispossessed,-0.6552
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.5827
shots_on_target,-0.526
sca,-0.62
gca,-0.6302
xg,-0.5088
crosses_into_penalty_area,-0.3669
passes_into_final_third,-0.6512
passes_into_penalty_area,-0.4678
progressive_passes,-0.5989
carry_progressive_distance,-0.7374
assisted_shots,-0.5645
fouled,-0.7199
pens_won,-0.3681
tackles,-0.5123
interceptions,-0.5536
blocks,-0.7439
tackles_won,-0.6017
dribble_tackles,-0.6943
dribbles_vs,-0.7344
pressures,-0.7576
pressure_regains,-0.7746
clearances,-0.5283
errors,-0.5331
aerials_won,-0.6217
aerials_lost,-0.6571
ball_recoveries,-0.7618
pens_conceded,-0.4889
fouls,-0.6764
cards_yellow_red,-0.3235
