position,DM
minutes,-0.9072
passes_completed,-0.7099
passes,-0.7518
dribbles_completed,-0.6103
dribbles,-0.5589
passes_completed_short,-0.6805
passes_short,-0.692
passes_completed_medium,-0.6682
passes_medium,-0.6963
passes_completed_long,-0.6182
passes_long,-0.6551
passes_total_distance,-0.7011
passes_free_kicks,-0.5236
through_balls,-0.5
passes_pressure,-0.7612
passes_switches,-0.6347
crosses,-0.5701
corner_kicks,-0.3242
passes_intercepted,-0.6148
passes_blocked,-0.6724
dispossessed,-0.5831
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.5827
shots_on_target,-0.5775
sca,-0.6613
gca,-0.525
xg,-0.4943
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.5767
passes_into_penalty_area,-0.5898
progressive_passes,-0.6335
carry_progressive_distance,-0.6993
assisted_shots,-0.6472
fouled,-0.6945
pens_won,-0.3681
tackles,-0.5499
interceptions,-0.518
blocks,-0.829
tackles_won,-0.5429
dribble_tackles,-0.4804
dribbles_vs,-0.639
pressures,-0.7036
pressure_regains,-0.7034
clearances,-0.5488
errors,-0.5331
aerials_won,-0.5292
aerials_lost,-0.7402
ball_recoveries,-0.6982
pens_conceded,-0.4889
fouls,-0.8377
cards_yellow_red,-0.3235
