position,AM
minutes,0.7207
passes_completed,-0.1088
passes,0.0324
dribbles_completed,1.3787
dribbles,1.8473
passes_completed_short,0.1343
passes_short,0.2775
passes_completed_medium,-0.2694
passes_medium,-0.1242
passes_completed_long,-0.2877
passes_long,-0.2173
passes_total_distance,-0.2372
passes_free_kicks,-0.1916
through_balls,1.4215
passes_pressure,0.5889
passes_switches,-0.0144
crosses,1.1415
corner_kicks,0.3633
passes_intercepted,0.6562
passes_blocked,0.9971
dispossessed,1.6763
goals,0.0551
assists,1.269
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.8679
shots_on_target,0.7629
sca,0.9335
gca,0.9477
xg,0.07
crosses_into_penalty_area,0.9403
passes_into_final_third,-0.1858
passes_into_penalty_area,1.0564
progressive_passes,0.2842
carry_progressive_distance,0.971
assisted_shots,0.8676
fouled,0.2198
pens_won,0.7686
tackles,0.6362
interceptions,-0.3043
blocks,1.0645
tackles_won,0.5751
dribble_tackles,0.3218
dribbles_vs,0.4671
pressures,1.3184
pressure_regains,1.1697
clearances,-0.2511
errors,1.0334
aerials_won,0.1369
aerials_lost,0.4241
ball_recoveries,0.5756
pens_conceded,-0.4889
fouls,1.017
cards_yellow_red,-0.3235
