position,RM
minutes,1.0177
passes_completed,0.1458
passes,0.2274
dribbles_completed,0.2961
dribbles,0.3549
passes_completed_short,0.3313
passes_short,0.4155
passes_completed_medium,0.0329
passes_medium,0.1204
passes_completed_long,-0.1014
passes_long,-0.0428
passes_total_distance,0.0201
passes_free_kicks,-0.3207
through_balls,1.4215
passes_pressure,0.6196
passes_switches,0.0951
crosses,0.486
corner_kicks,0.6088
passes_intercepted,0.259
passes_blocked,0.5735
dispossessed,0.8831
goals,0.4506
assists,0.8072
pens_made,-0.2258
pens_att,-0.2444
shots_total,1.0247
shots_on_target,0.8144
sca,0.7961
gca,0.5269
xg,0.6198
crosses_into_penalty_area,0.7536
passes_into_final_third,0.3819
passes_into_penalty_area,0.7211
progressive_passes,0.2669
carry_progressive_distance,0.3592
assisted_shots,0.8952
fouled,2.4038
pens_won,3.042
tackles,1.2198
interceptions,0.7642
blocks,1.2347
tackles_won,1.3401
dribble_tackles,0.8565
dribbles_vs,1.2681
pressures,1.2342
pressure_regains,1.2804
clearances,0.0364
errors,0.2502
aerials_won,0.4144
aerials_lost,1.6715
ball_recoveries,0.6504
pens_conceded,2.0027
fouls,2.1459
cards_yellow_red,-0.3235
