position,AM
minutes,-0.7629
passes_completed,-0.6694
passes,-0.6877
dribbles_completed,-0.3837
dribbles,-0.3913
passes_completed_short,-0.5872
passes_short,-0.5688
passes_completed_medium,-0.6628
passes_medium,-0.6833
passes_completed_long,-0.6276
passes_long,-0.6274
passes_total_distance,-0.6825
passes_free_kicks,-0.5789
through_balls,-0.5
passes_pressure,-0.6166
passes_switches,-0.5252
crosses,-0.297
corner_kicks,-0.3242
passes_intercepted,-0.456
passes_blocked,-0.5727
dispossessed,-0.2225
goals,-0.3403
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.4063
shots_on_target,-0.3713
sca,-0.4413
gca,-0.6302
xg,-0.4075
crosses_into_penalty_area,-0.3669
passes_into_final_third,-0.5302
passes_into_penalty_area,-0.5288
progressive_passes,-0.5989
carry_progressive_distance,-0.664
assisted_shots,-0.5095
fouled,-0.0342
pens_won,-0.3681
tackles,-0.3993
interceptions,-0.6248
blocks,-0.6375
tackles_won,-0.3663
dribble_tackles,-0.3734
dribbles_vs,-0.4483
pressures,-0.507
pressure_regains,-0.5612
clearances,-0.5386
errors,-0.5331
aerials_won,-0.4182
aerials_lost,-0.5115
ball_recoveries,-0.6572
pens_conceded,-0.4889
fouls,-0.4076
cards_yellow_red,-0.3235
