position,CM
minutes,1.2197
passes_completed,1.7045
passes,1.6341
dribbles_completed,0.1451
dribbles,0.1721
passes_completed_short,2.052
passes_short,2.0197
passes_completed_medium,1.5243
passes_medium,1.5465
passes_completed_long,0.8111
passes_long,0.6554
passes_total_distance,1.409
passes_free_kicks,1.1731
through_balls,0.354
passes_pressure,1.676
passes_switches,0.314
crosses,0.1946
corner_kicks,-0.1278
passes_intercepted,1.0931
passes_blocked,0.9971
dispossessed,0.3784
goals,0.0551
assists,1.269
pens_made,0.4563
pens_att,0.3272
shots_total,0.2798
shots_on_target,0.0411
sca,1.1398
gca,1.1581
xg,0.3015
crosses_into_penalty_area,-0.1802
passes_into_final_third,2.7738
passes_into_penalty_area,0.8735
progressive_passes,2.1803
carry_progressive_distance,0.9094
assisted_shots,1.0053
fouled,0.3468
pens_won,-0.3681
tackles,2.18
interceptions,1.0492
blocks,1.5538
tackles_won,2.2522
dribble_tackles,1.9795
dribbles_vs,2.1645
pressures,2.0248
pressure_regains,2.1814
clearances,0.1596
errors,0.2502
aerials_won,0.6919
aerials_lost,0.9438
ball_recoveries,1.6403
pens_conceded,-0.4889
fouls,2.2265
cards_yellow_red,-0.3235
