position,DM
minutes,-0.9617
passes_completed,-0.7782
passes,-0.827
dribbles_completed,-0.5599
dribbles,-0.5893
passes_completed_short,-0.7302
passes_short,-0.7564
passes_completed_medium,-0.7374
passes_medium,-0.7724
passes_completed_long,-0.6974
passes_long,-0.7105
passes_total_distance,-0.7709
passes_free_kicks,-0.5789
through_balls,-0.5
passes_pressure,-0.8445
passes_switches,-0.6347
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.8134
passes_blocked,-0.8219
dispossessed,-0.6552
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.5631
shots_on_target,-0.526
sca,-0.6613
gca,-0.525
xg,-0.4798
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.6418
passes_into_penalty_area,-0.5898
progressive_passes,-0.7287
carry_progressive_distance,-0.8252
assisted_shots,-0.6196
fouled,-0.7199
pens_won,-0.3681
tackles,-0.6817
interceptions,-0.696
blocks,-0.829
tackles_won,-0.6605
dribble_tackles,-0.6408
dribbles_vs,-0.6009
pressures,-0.7641
pressure_regains,-0.6876
clearances,-0.6002
errors,-0.5331
aerials_won,-0.6402
aerials_lost,-0.7195
ball_recoveries,-0.8178
pens_conceded,-0.4889
fouls,-0.7839
cards_yellow_red,-0.3235
