position,RM
minutes,0.535
passes_completed,0.2174
passes,0.2671
dribbles_completed,2.9145
dribbles,2.7763
passes_completed_short,0.719
passes_short,0.7742
passes_completed_medium,-0.06
passes_medium,0.0297
passes_completed_long,-0.3016
passes_long,-0.2755
passes_total_distance,-0.0249
passes_free_kicks,-0.5052
through_balls,0.5675
passes_pressure,0.9352
passes_switches,-0.1421
crosses,1.4693
corner_kicks,-0.2505
passes_intercepted,0.5767
passes_blocked,0.8476
dispossessed,2.157
goals,0.0551
assists,1.0381
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.319
shots_on_target,0.4535
sca,1.401
gca,1.3684
xg,0.0845
crosses_into_penalty_area,1.1271
passes_into_final_third,0.2423
passes_into_penalty_area,1.1784
progressive_passes,0.6305
carry_progressive_distance,1.6039
assisted_shots,1.1981
fouled,0.8039
pens_won,0.7686
tackles,0.2031
interceptions,-0.0906
blocks,0.405
tackles_won,0.3692
dribble_tackles,0.4822
dribbles_vs,0.4099
pressures,1.1067
pressure_regains,0.8773
clearances,-0.3846
errors,-0.5331
aerials_won,-0.2332
aerials_lost,0.2993
ball_recoveries,0.2768
pens_conceded,-0.4889
fouls,0.775
cards_yellow_red,-0.3235
