position,LM
minutes,0.4877
passes_completed,-0.0389
passes,0.0972
dribbles_completed,0.85
dribbles,0.8117
passes_completed_short,0.1986
passes_short,0.386
passes_completed_medium,-0.1947
passes_medium,-0.0351
passes_completed_long,-0.1806
passes_long,-0.2256
passes_total_distance,-0.1304
passes_free_kicks,-0.5236
through_balls,-0.073
passes_pressure,0.9264
passes_switches,0.0039
crosses,0.7227
corner_kicks,-0.3242
passes_intercepted,0.259
passes_blocked,1.346
dispossessed,0.9552
goals,0.3188
assists,1.269
pens_made,-0.2258
pens_att,-0.2444
shots_total,1.456
shots_on_target,1.1753
sca,0.7686
gca,1.0529
xg,0.4607
crosses_into_penalty_area,1.5939
passes_into_final_third,0.1586
passes_into_penalty_area,0.8735
progressive_passes,0.3188
carry_progressive_distance,0.2951
assisted_shots,0.5922
fouled,0.8801
pens_won,-0.3681
tackles,0.2784
interceptions,-0.1262
blocks,0.4901
tackles_won,0.1927
dribble_tackles,0.1079
dribbles_vs,0.429
pressures,0.8712
pressure_regains,0.8931
clearances,-0.0149
errors,-0.5331
aerials_won,2.5236
aerials_lost,2.1497
ball_recoveries,0.3814
pens_conceded,-0.4889
fouls,1.447
cards_yellow_red,-0.3235
