position,CB
minutes,2.0321
passes_completed,1.1582
passes,1.2288
dribbles_completed,-0.1822
dribbles,-0.2391
passes_completed_short,0.607
passes_short,0.6933
passes_completed_medium,1.4041
passes_medium,1.4752
passes_completed_long,1.3792
passes_long,1.2207
passes_total_distance,1.294
passes_free_kicks,0.2325
through_balls,-0.073
passes_pressure,1.264
passes_switches,0.3687
crosses,-0.5519
corner_kicks,-0.3242
passes_intercepted,0.2987
passes_blocked,0.4738
dispossessed,-0.3187
goals,0.0551
assists,-0.3472
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.0142
shots_on_target,0.0411
sca,-0.4138
gca,-0.525
xg,-0.2483
crosses_into_penalty_area,-0.5536
passes_into_final_third,0.5122
passes_into_penalty_area,-0.4983
progressive_passes,0.4401
carry_progressive_distance,0.4148
assisted_shots,-0.4268
fouled,0.169
pens_won,-0.3681
tackles,0.8056
interceptions,1.9752
blocks,2.341
tackles_won,0.4575
dribble_tackles,0.4287
dribbles_vs,0.0475
pressures,0.1929
pressure_regains,0.4347
clearances,5.1598
errors,2.5999
aerials_won,3.6707
aerials_lost,1.4844
ball_recoveries,2.9852
pens_conceded,-0.4889
fouls,0.56
cards_yellow_red,-0.3235
