position,DM
minutes,0.3151
passes_completed,0.4155
passes,0.4147
dribbles_completed,-0.1571
dribbles,-0.1934
passes_completed_short,0.4101
passes_short,0.4431
passes_completed_medium,0.459
passes_medium,0.4591
passes_completed_long,0.1919
passes_long,0.1844
passes_total_distance,0.3562
passes_free_kicks,0.3985
through_balls,-0.073
passes_pressure,0.4881
passes_switches,0.3505
crosses,-0.3516
corner_kicks,-0.005
passes_intercepted,0.7356
passes_blocked,0.2247
dispossessed,0.3543
goals,-0.3403
assists,-0.3472
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.2887
shots_on_target,-0.3713
sca,0.3149
gca,-0.3146
xg,-0.3496
crosses_into_penalty_area,-0.3669
passes_into_final_third,0.9497
passes_into_penalty_area,0.5077
progressive_passes,1.0288
carry_progressive_distance,0.1498
assisted_shots,0.0965
fouled,1.6928
pens_won,1.9053
tackles,0.9374
interceptions,0.8711
blocks,0.4475
tackles_won,0.987
dribble_tackles,0.2148
dribbles_vs,0.6197
pressures,0.7611
pressure_regains,0.8852
clearances,-0.2305
errors,-0.5331
aerials_won,-0.0666
aerials_lost,-0.1789
ball_recoveries,0.6093
pens_conceded,-0.4889
fouls,1.1514
cards_yellow_red,-0.3235
