position,FW
minutes,1.0642
passes_completed,0.8278
passes,0.7943
dribbles_completed,-0.5095
dribbles,-0.5589
passes_completed_short,0.3727
passes_short,0.3456
passes_completed_medium,1.0563
passes_medium,1.0117
passes_completed_long,1.03
passes_long,0.9187
passes_total_distance,0.9805
passes_free_kicks,0.2879
through_balls,-0.073
passes_pressure,0.2295
passes_switches,0.6606
crosses,-0.5701
corner_kicks,-0.3242
passes_intercepted,0.1398
passes_blocked,-0.2239
dispossessed,-0.4388
goals,-0.2085
assists,-0.1163
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.1622
shots_on_target,-0.0104
sca,-0.2901
gca,-0.2094
xg,0.1134
crosses_into_penalty_area,-0.5536
passes_into_final_third,0.4099
passes_into_penalty_area,-0.5593
progressive_passes,0.1457
carry_progressive_distance,0.183
assisted_shots,-0.234
fouled,-0.0088
pens_won,0.7686
tackles,0.2596
interceptions,2.2957
blocks,1.6602
tackles_won,0.2515
dribble_tackles,0.3218
dribbles_vs,0.181
pressures,-0.1117
pressure_regains,0.1027
clearances,2.6135
errors,2.5999
aerials_won,1.025
aerials_lost,0.4864
ball_recoveries,1.5133
pens_conceded,-0.4889
fouls,0.1837
cards_yellow_red,2.2462
