position,CM
minutes,2.2643
passes_completed,2.0324
passes,2.4266
dribbles_completed,4.828
dribbles,4.8474
passes_completed_short,1.8882
passes_short,2.0326
passes_completed_medium,1.6154
passes_medium,1.9257
passes_completed_long,2.6223
passes_long,2.8692
passes_total_distance,2.1795
passes_free_kicks,3.792
through_balls,4.4104
passes_pressure,2.6404
passes_switches,5.9876
crosses,4.8926
corner_kicks,7.0171
passes_intercepted,2.9995
passes_blocked,3.5387
dispossessed,4.2482
goals,2.1642
assists,4.5015
pens_made,4.549
pens_att,5.4713
shots_total,3.5535
shots_on_target,2.8765
sca,4.9343
gca,3.7878
xg,2.4718
crosses_into_penalty_area,4.6752
passes_into_final_third,2.9507
passes_into_penalty_area,5.3243
progressive_passes,3.8079
carry_progressive_distance,4.948
assisted_shots,5.9078
fouled,5.0704
pens_won,-0.3681
tackles,1.954
interceptions,1.8327
blocks,2.2559
tackles_won,1.8108
dribble_tackles,1.3913
dribbles_vs,2.4505
pressures,3.3491
pressure_regains,2.9639
clearances,-0.3846
errors,-0.5331
aerials_won,-0.4737
aerials_lost,0.3409
ball_recoveries,1.6217
pens_conceded,0.7569
fouls,1.6889
cards_yellow_red,-0.3235
