position,LB
minutes,0.0006
passes_completed,-0.0684
passes,-0.0212
dribbles_completed,-0.2326
dribbles,-0.2543
passes_completed_short,0.0161
passes_short,0.031
passes_completed_medium,0.0038
passes_medium,0.0848
passes_completed_long,-0.3808
passes_long,-0.2672
passes_total_distance,-0.1508
passes_free_kicks,-0.542
through_balls,-0.5
passes_pressure,-0.1694
passes_switches,-0.4522
crosses,0.2857
corner_kicks,-0.3242
passes_intercepted,-0.0191
passes_blocked,0.3243
dispossessed,-0.4388
goals,-0.4721
assists,-0.1163
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.5239
shots_on_target,-0.5775
sca,-0.4825
gca,-0.4198
xg,-0.4653
crosses_into_penalty_area,0.8469
passes_into_final_third,-0.2416
passes_into_penalty_area,0.0809
progressive_passes,-0.0621
carry_progressive_distance,-0.2549
assisted_shots,-0.3718
fouled,-0.2881
pens_won,-0.3681
tackles,0.2408
interceptions,0.0519
blocks,0.405
tackles_won,0.3104
dribble_tackles,0.4287
dribbles_vs,0.1429
pressures,0.1627
pressure_regains,0.1106
clearances,0.0569
errors,-0.5331
aerials_won,-0.2702
aerials_lost,-0.5531
ball_recoveries,0.1049
pens_conceded,-0.4889
fouls,0.1299
cards_yellow_red,-0.3235
