position,RW
minutes,0.3199
passes_completed,-0.1636
passes,-0.0574
dribbles_completed,0.85
dribbles,1.0402
passes_completed_short,0.126
passes_short,0.2315
passes_completed_medium,-0.2931
passes_medium,-0.1664
passes_completed_long,-0.4832
passes_long,-0.4002
passes_total_distance,-0.3228
passes_free_kicks,-0.5789
through_balls,0.1405
passes_pressure,0.2251
passes_switches,-0.1786
crosses,0.9958
corner_kicks,-0.2996
passes_intercepted,0.2192
passes_blocked,0.6483
dispossessed,1.5802
goals,-0.0767
assists,0.3454
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.3778
shots_on_target,0.2989
sca,0.5211
gca,0.4217
xg,0.1279
crosses_into_penalty_area,1.3138
passes_into_final_third,-0.2789
passes_into_penalty_area,0.4772
progressive_passes,-0.0708
carry_progressive_distance,0.5519
assisted_shots,0.1791
fouled,1.1594
pens_won,1.9053
tackles,0.7303
interceptions,0.3012
blocks,0.4901
tackles_won,0.7517
dribble_tackles,0.3218
dribbles_vs,0.5625
pressures,0.8237
pressure_regains,0.4505
clearances,-0.4564
errors,-0.5331
aerials_won,0.6549
aerials_lost,0.7359
ball_recoveries,0.09
pens_conceded,-0.4889
fouls,1.5814
cards_yellow_red,-0.3235
