position,RW
minutes,0.1457
passes_completed,-0.366
passes,-0.329
dribbles_completed,0.0192
dribbles,-0.0715
passes_completed_short,-0.2243
passes_short,-0.153
passes_completed_medium,-0.4114
passes_medium,-0.3544
passes_completed_long,-0.4599
passes_long,-0.4806
passes_total_distance,-0.433
passes_free_kicks,-0.542
through_balls,-0.073
passes_pressure,-0.1431
passes_switches,-0.507
crosses,-0.2424
corner_kicks,-0.3242
passes_intercepted,-0.0985
passes_blocked,0.0253
dispossessed,0.4505
goals,0.3188
assists,-0.3472
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.8875
shots_on_target,0.6082
sca,0.0949
gca,-0.2094
xg,0.5619
crosses_into_penalty_area,-0.4603
passes_into_final_third,-0.3906
passes_into_penalty_area,-0.1325
progressive_passes,-0.3218
carry_progressive_distance,-0.4409
assisted_shots,-0.0688
fouled,0.2452
pens_won,-0.3681
tackles,-0.1734
interceptions,-0.0906
blocks,-0.2971
tackles_won,-0.3075
dribble_tackles,-0.3199
dribbles_vs,-0.2004
pressures,0.3268
pressure_regains,-0.0711
clearances,-0.1895
errors,0.2502
aerials_won,0.6179
aerials_lost,1.2141
ball_recoveries,-0.3433
pens_conceded,-0.4889
fouls,0.6407
cards_yellow_red,-0.3235
