position,CM
minutes,-0.9772
passes_completed,-0.8304
passes,-0.8681
dribbles_completed,-0.6606
dribbles,-0.6046
passes_completed_short,-0.7924
passes_short,-0.8098
passes_completed_medium,-0.7902
passes_medium,-0.8178
passes_completed_long,-0.7207
passes_long,-0.7244
passes_total_distance,-0.8152
passes_free_kicks,-0.5974
through_balls,-0.5
passes_pressure,-0.8796
passes_switches,-0.6894
crosses,-0.5337
corner_kicks,-0.3242
passes_intercepted,-0.7737
passes_blocked,-0.797
dispossessed,-0.6311
goals,-0.3403
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.5631
shots_on_target,-0.526
sca,-0.7025
gca,-0.6302
xg,-0.4364
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.6977
passes_into_penalty_area,-0.6507
progressive_passes,-0.7114
carry_progressive_distance,-0.8427
assisted_shots,-0.6196
fouled,-0.7961
pens_won,-0.3681
tackles,-0.757
interceptions,-0.7317
blocks,-0.8928
tackles_won,-0.7194
dribble_tackles,-0.7477
dribbles_vs,-0.6581
pressures,-0.7771
pressure_regains,-0.822
clearances,-0.5899
errors,-0.5331
aerials_won,-0.6032
aerials_lost,-0.6779
ball_recoveries,-0.8888
pens_conceded,-0.4889
fouls,-0.8108
cards_yellow_red,-0.3235
