position,DM
minutes,0.6241
passes_completed,0.5512
passes,0.5324
dribbles_completed,0.5731
dribbles,0.3701
passes_completed_short,0.549
passes_short,0.5755
passes_completed_medium,0.5373
passes_medium,0.5969
passes_completed_long,0.3968
passes_long,0.165
passes_total_distance,0.4849
passes_free_kicks,0.0481
through_balls,0.1405
passes_pressure,1.2771
passes_switches,0.4234
crosses,-0.3152
corner_kicks,-0.3242
passes_intercepted,-0.0191
passes_blocked,0.4988
dispossessed,0.6668
goals,0.7142
assists,-0.1163
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.9071
shots_on_target,1.1753
sca,0.3149
gca,0.001
xg,0.6343
crosses_into_penalty_area,-0.2735
passes_into_final_third,0.9683
passes_into_penalty_area,0.0504
progressive_passes,0.9682
carry_progressive_distance,0.4846
assisted_shots,0.1515
fouled,0.4483
pens_won,-0.3681
tackles,1.3328
interceptions,0.5149
blocks,1.0645
tackles_won,1.1341
dribble_tackles,1.2308
dribbles_vs,1.2109
pressures,1.124
pressure_regains,1.0354
clearances,0.7449
errors,0.2502
aerials_won,2.1535
aerials_lost,0.8815
ball_recoveries,0.882
pens_conceded,2.0027
fouls,1.9846
cards_yellow_red,-0.3235
