position,WB
minutes,-0.1104
passes_completed,0.0227
passes,0.0658
dribbles_completed,-0.2074
dribbles,-0.1477
passes_completed_short,0.0846
passes_short,0.0604
passes_completed_medium,-0.0145
passes_medium,0.0427
passes_completed_long,-0.013
passes_long,0.0819
passes_total_distance,-0.024
passes_free_kicks,-0.1548
through_balls,-0.5
passes_pressure,-0.0993
passes_switches,-0.1968
crosses,0.486
corner_kicks,-0.2751
passes_intercepted,0.1795
passes_blocked,0.3243
dispossessed,-0.1744
goals,-0.3403
assists,0.5763
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.3671
shots_on_target,-0.3198
sca,-0.0701
gca,0.2114
xg,-0.4219
crosses_into_penalty_area,0.7536
passes_into_final_third,-0.0555
passes_into_penalty_area,0.3553
progressive_passes,0.137
carry_progressive_distance,-0.1609
assisted_shots,-0.0413
fouled,0.4483
pens_won,-0.3681
tackles,0.3349
interceptions,-0.4111
blocks,0.2773
tackles_won,0.2809
dribble_tackles,0.6426
dribbles_vs,0.4671
pressures,0.0179
pressure_regains,0.0553
clearances,0.0467
errors,-0.5331
aerials_won,-0.2702
aerials_lost,-0.0541
ball_recoveries,0.019
pens_conceded,0.7569
fouls,0.2375
cards_yellow_red,-0.3235
