position,GK
minutes,0.6328
passes_completed,0.0067
passes,0.1236
dribbles_completed,-0.6858
dribbles,-0.6655
passes_completed_short,-0.5063
passes_short,-0.5632
passes_completed_medium,0.042
passes_medium,-0.0724
passes_completed_long,1.0951
passes_long,1.5531
passes_total_distance,0.4345
passes_free_kicks,1.5789
through_balls,-0.5
passes_pressure,-0.564
passes_switches,0.1498
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.4957
passes_blocked,-0.7721
dispossessed,-0.7032
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6611
shots_on_target,-0.5775
sca,-0.6063
gca,-0.3146
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.6512
passes_into_penalty_area,-0.6507
progressive_passes,-0.7807
carry_progressive_distance,-0.3154
assisted_shots,-0.6472
fouled,-0.5675
pens_won,-0.3681
tackles,-0.8512
interceptions,-0.8029
blocks,-0.8928
tackles_won,-0.8371
dribble_tackles,-0.8012
dribbles_vs,-0.8107
pressures,-0.9088
pressure_regains,-0.9168
clearances,-0.5899
errors,1.0334
aerials_won,-0.6772
aerials_lost,-0.761
ball_recoveries,0.0825
pens_conceded,2.0027
fouls,-0.8646
cards_yellow_red,-0.3235
