position,RW
minutes,-0.747
passes_completed,-0.6307
passes,-0.6424
dribbles_completed,-0.283
dribbles,-0.0868
passes_completed_short,-0.583
passes_short,-0.5872
passes_completed_medium,-0.6027
passes_medium,-0.6023
passes_completed_long,-0.5857
passes_long,-0.5831
passes_total_distance,-0.6382
passes_free_kicks,-0.542
through_balls,-0.5
passes_pressure,-0.5946
passes_switches,-0.4705
crosses,0.0125
corner_kicks,0.1178
passes_intercepted,-0.6546
passes_blocked,-0.473
dispossessed,-0.3187
goals,-0.3403
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.2691
shots_on_target,-0.2167
sca,-0.4413
gca,-0.3146
xg,-0.2773
crosses_into_penalty_area,-0.0868
passes_into_final_third,-0.6325
passes_into_penalty_area,-0.3154
progressive_passes,-0.6162
carry_progressive_distance,-0.4468
assisted_shots,-0.5095
fouled,-0.5421
pens_won,-0.3681
tackles,-0.6064
interceptions,-0.6604
blocks,-0.5949
tackles_won,-0.6311
dribble_tackles,-0.5338
dribbles_vs,-0.5246
pressures,-0.4465
pressure_regains,-0.5454
clearances,-0.4872
errors,-0.5331
aerials_won,-0.5847
aerials_lost,-0.5323
ball_recoveries,-0.6684
pens_conceded,-0.4889
fouls,-0.5689
cards_yellow_red,-0.3235
