position,GK
minutes,1.3485
passes_completed,0.2587
passes,0.5937
dribbles_completed,-0.6606
dribbles,-0.6655
passes_completed_short,-0.4545
passes_short,-0.5154
passes_completed_medium,0.0693
passes_medium,-0.0367
passes_completed_long,2.3243
passes_long,3.3015
passes_total_distance,1.1425
passes_free_kicks,3.0358
through_balls,-0.5
passes_pressure,-0.1168
passes_switches,1.0437
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.5354
passes_blocked,-0.6475
dispossessed,-0.7032
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6611
shots_on_target,-0.5775
sca,-0.6475
gca,-0.6302
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.3812
passes_into_penalty_area,-0.5593
progressive_passes,-0.7807
carry_progressive_distance,-0.1274
assisted_shots,-0.5921
fouled,-0.5929
pens_won,-0.3681
tackles,-0.8512
interceptions,-0.8029
blocks,-0.8928
tackles_won,-0.8371
dribble_tackles,-0.8012
dribbles_vs,-0.8488
pressures,-0.8872
pressure_regains,-0.8931
clearances,-0.5899
errors,2.5999
aerials_won,-0.6772
aerials_lost,-0.761
ball_recoveries,0.3216
pens_conceded,0.7569
fouls,-0.8915
cards_yellow_red,-0.3235
