position,GK
minutes,0.7044
passes_completed,-0.301
passes,-0.0937
dribbles_completed,-0.6103
dribbles,-0.635
passes_completed_short,-0.7613
passes_short,-0.7895
passes_completed_medium,-0.3714
passes_medium,-0.4305
passes_completed_long,1.0719
passes_long,1.6751
passes_total_distance,0.2612
passes_free_kicks,1.8555
through_balls,-0.5
passes_pressure,-0.6429
passes_switches,-0.434
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.7737
passes_blocked,-0.797
dispossessed,-0.7273
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6611
shots_on_target,-0.5775
sca,-0.7025
gca,-0.525
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.5115
passes_into_penalty_area,-0.6203
progressive_passes,-0.7807
carry_progressive_distance,-0.3438
assisted_shots,-0.6472
fouled,-0.6691
pens_won,-0.3681
tackles,-0.8323
interceptions,-0.8029
blocks,-0.829
tackles_won,-0.8371
dribble_tackles,-0.8012
dribbles_vs,-0.7916
pressures,-0.9067
pressure_regains,-0.9168
clearances,-0.5899
errors,1.8167
aerials_won,-0.6772
aerials_lost,-0.761
ball_recoveries,-0.0931
pens_conceded,0.7569
fouls,-0.8646
cards_yellow_red,-0.3235
