position,CM
minutes,-0.7712
passes_completed,-0.8043
passes,-0.8228
dribbles_completed,-0.4844
dribbles,-0.3304
passes_completed_short,-0.7489
passes_short,-0.7362
passes_completed_medium,-0.7647
passes_medium,-0.7822
passes_completed_long,-0.73
passes_long,-0.7327
passes_total_distance,-0.8002
passes_free_kicks,-0.6158
through_balls,-0.2865
passes_pressure,-0.8094
passes_switches,-0.7076
crosses,-0.5155
corner_kicks,-0.3242
passes_intercepted,-0.5354
passes_blocked,-0.4232
dispossessed,-0.4629
goals,-0.4721
assists,-0.3472
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.3867
shots_on_target,-0.4744
sca,-0.5788
gca,-0.4198
xg,-0.3351
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.7163
passes_into_penalty_area,-0.5898
progressive_passes,-0.7201
carry_progressive_distance,-0.6034
assisted_shots,-0.5645
fouled,-0.4659
pens_won,-0.3681
tackles,-0.8323
interceptions,-0.6248
blocks,-0.6375
tackles_won,-0.8076
dribble_tackles,-0.8012
dribbles_vs,-0.7916
pressures,-0.6561
pressure_regains,-0.7272
clearances,-0.6002
errors,-0.5331
aerials_won,-0.6772
aerials_lost,-0.6987
ball_recoveries,-0.7804
pens_conceded,-0.4889
fouls,-0.8377
cards_yellow_red,-0.3235
