position,LM
minutes,-0.5804
passes_completed,-0.5927
passes,-0.5651
dribbles_completed,-0.5095
dribbles,-0.4827
passes_completed_short,-0.5395
passes_short,-0.532
passes_completed_medium,-0.599
passes_medium,-0.5861
passes_completed_long,-0.4925
passes_long,-0.3725
passes_total_distance,-0.5927
passes_free_kicks,-0.0625
through_balls,-0.2865
passes_pressure,-0.6078
passes_switches,-0.1603
crosses,0.0125
corner_kicks,0.7561
passes_intercepted,-0.2971
passes_blocked,-0.4481
dispossessed,-0.4629
goals,-0.4721
assists,-0.3472
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.3083
shots_on_target,-0.2167
sca,-0.3038
gca,-0.525
xg,-0.4075
crosses_into_penalty_area,0.0066
passes_into_final_third,-0.5395
passes_into_penalty_area,-0.2544
progressive_passes,-0.5296
carry_progressive_distance,-0.6227
assisted_shots,-0.1239
fouled,-0.5167
pens_won,-0.3681
tackles,-0.5123
interceptions,-0.5536
blocks,-0.4673
tackles_won,-0.6311
dribble_tackles,-0.3734
dribbles_vs,-0.2195
pressures,-0.2651
pressure_regains,-0.4268
clearances,-0.4154
errors,0.2502
aerials_won,-0.5662
aerials_lost,-0.6155
ball_recoveries,-0.5712
pens_conceded,-0.4889
fouls,-0.7033
cards_yellow_red,-0.3235
