position,WB
minutes,-0.1621
passes_completed,-0.1855
passes,-0.1132
dribbles_completed,0.0192
dribbles,0.2787
passes_completed_short,-0.0854
passes_short,-0.0941
passes_completed_medium,-0.2002
passes_medium,-0.1372
passes_completed_long,-0.2877
passes_long,-0.1398
passes_total_distance,-0.2238
passes_free_kicks,-0.3207
through_balls,-0.5
passes_pressure,-0.1914
passes_switches,-0.0144
crosses,1.3236
corner_kicks,-0.2751
passes_intercepted,-0.1779
passes_blocked,0.9722
dispossessed,-0.0543
goals,-0.3403
assists,0.5763
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.0926
shots_on_target,-0.1651
sca,-0.0701
gca,-0.1042
xg,-0.3496
crosses_into_penalty_area,2.2475
passes_into_final_third,-0.1951
passes_into_penalty_area,0.5991
progressive_passes,-0.0361
carry_progressive_distance,-0.0975
assisted_shots,0.1515
fouled,-0.2881
pens_won,-0.3681
tackles,-0.0416
interceptions,-0.1262
blocks,-0.1482
tackles_won,-0.0721
dribble_tackles,0.4287
dribbles_vs,0.181
pressures,-0.1722
pressure_regains,-0.1897
clearances,0.0569
errors,-0.5331
aerials_won,-0.4367
aerials_lost,-0.4284
ball_recoveries,-0.2612
pens_conceded,-0.4889
fouls,0.0762
cards_yellow_red,-0.3235
