position,CM
minutes,1.2034
passes_completed,0.6296
passes,0.7281
dribbles_completed,0.6738
dribbles,0.629
passes_completed_short,1.2725
passes_short,1.3611
passes_completed_medium,0.1986
passes_medium,0.2906
passes_completed_long,-0.134
passes_long,0.0514
passes_total_distance,0.2733
passes_free_kicks,-0.0441
through_balls,0.5675
passes_pressure,1.3166
passes_switches,-0.0691
crosses,0.5952
corner_kicks,0.7807
passes_intercepted,2.0066
passes_blocked,1.1964
dispossessed,2.0369
goals,0.187
assists,1.269
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.7111
shots_on_target,0.1958
sca,1.181
gca,1.0529
xg,0.3449
crosses_into_penalty_area,0.3801
passes_into_final_third,0.6984
passes_into_penalty_area,1.3308
progressive_passes,1.0461
carry_progressive_distance,0.8131
assisted_shots,1.1981
fouled,2.6832
pens_won,-0.3681
tackles,2.5188
interceptions,1.6903
blocks,2.4686
tackles_won,2.2522
dribble_tackles,2.3538
dribbles_vs,2.6031
pressures,2.6664
pressure_regains,2.5213
clearances,-0.0047
errors,-0.5331
aerials_won,0.1739
aerials_lost,0.4656
ball_recoveries,1.3527
pens_conceded,2.0027
fouls,2.4953
cards_yellow_red,-0.3235
