position,LM
minutes,1.3827
passes_completed,0.9466
passes,1.1494
dribbles_completed,3.4432
dribbles,3.5986
passes_completed_short,1.399
passes_short,1.5027
passes_completed_medium,0.5847
passes_medium,0.8172
passes_completed_long,0.4712
passes_long,0.6305
passes_total_distance,0.7007
passes_free_kicks,0.6383
through_balls,3.1294
passes_pressure,1.8557
passes_switches,1.0255
crosses,2.2705
corner_kicks,2.6713
passes_intercepted,2.9201
passes_blocked,2.3177
dispossessed,2.8541
goals,0.9778
assists,2.1926
pens_made,-0.2258
pens_att,0.3272
shots_total,2.4165
shots_on_target,2.9281
sca,3.1745
gca,2.4204
xg,1.213
crosses_into_penalty_area,1.5939
passes_into_final_third,1.0893
passes_into_penalty_area,2.3063
progressive_passes,1.5482
carry_progressive_distance,3.0366
assisted_shots,2.9332
fouled,2.6832
pens_won,1.9053
tackles,1.2763
interceptions,1.0135
blocks,1.4049
tackles_won,1.193
dribble_tackles,1.1239
dribbles_vs,2.4696
pressures,2.3705
pressure_regains,1.8574
clearances,-0.2819
errors,-0.5331
aerials_won,-0.4737
aerials_lost,-0.1165
ball_recoveries,0.953
pens_conceded,-0.4889
fouls,1.0438
cards_yellow_red,2.2462
