position,GK
minutes,1.2483
passes_completed,0.0438
passes,0.4196
dribbles_completed,-0.6858
dribbles,-0.6807
passes_completed_short,-0.6722
passes_short,-0.7049
passes_completed_medium,-0.3404
passes_medium,-0.4094
passes_completed_long,2.6782
passes_long,3.5397
passes_total_distance,1.1111
passes_free_kicks,4.0502
through_balls,-0.5
passes_pressure,-0.5771
passes_switches,-0.1238
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.456
passes_blocked,-0.6973
dispossessed,-0.7032
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6611
shots_on_target,-0.5775
sca,-0.62
gca,-0.6302
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.4464
passes_into_penalty_area,-0.5898
progressive_passes,-0.7807
carry_progressive_distance,0.0493
assisted_shots,-0.5645
fouled,-0.6945
pens_won,-0.3681
tackles,-0.8512
interceptions,-0.8029
blocks,-0.8928
tackles_won,-0.8371
dribble_tackles,-0.8012
dribbles_vs,-0.7535
pressures,-0.9002
pressure_regains,-0.901
clearances,-0.5796
errors,-0.5331
aerials_won,-0.6772
aerials_lost,-0.761
ball_recoveries,0.232
pens_conceded,-0.4889
fouls,-0.8915
cards_yellow_red,-0.3235
