Ascoli,Milan,https://fbref.com/en/matches/ec853d33/Ascoli-Milan-September-1-1991-Serie-A
Cagliari,Sampdoria,https://fbref.com/en/matches/8cf76946/Cagliari-Sampdoria-September-1-1991-Serie-A
Bari,Torino,https://fbref.com/en/matches/c8028f5d/Bari-Torino-September-1-1991-Serie-A
Lazio,Parma,https://fbref.com/en/matches/435104b6/Lazio-Parma-September-1-1991-Serie-A
Hellas Verona,Roma,https://fbref.com/en/matches/e9ca65bb/Hellas-Verona-Roma-September-1-1991-Serie-A
Internazionale,Foggia,https://fbref.com/en/matches/f015bf53/Internazionale-Foggia-September-1-1991-Serie-A
Genoa,Cremonese,https://fbref.com/en/matches/e25ec0f3/Genoa-Cremonese-September-1-1991-Serie-A
Juventus,Fiorentina,https://fbref.com/en/matches/40dc0c48/Juventus-Fiorentina-September-1-1991-Serie-A
Napoli,Atalanta,https://fbref.com/en/matches/2175d518/Napoli-Atalanta-September-1-1991-Serie-A
Fiorentina,Genoa,https://fbref.com/en/matches/e68b04fd/Fiorentina-Genoa-September-8-1991-Serie-A
Roma,Internazionale,https://fbref.com/en/matches/f4ea2802/Roma-Internazionale-September-8-1991-Serie-A
Cremonese,Napoli,https://fbref.com/en/matches/3622e532/Cremonese-Napoli-September-8-1991-Serie-A
Foggia,Juventus,https://fbref.com/en/matches/746fd57c/Foggia-Juventus-September-8-1991-Serie-A
Parma,Bari,https://fbref.com/en/matches/5f365d59/Parma-Bari-September-8-1991-Serie-A
Sampdoria,Hellas Verona,https://fbref.com/en/matches/4b090a72/Sampdoria-Hellas-Verona-September-8-1991-Serie-A
Atalanta,Ascoli,https://fbref.com/en/matches/6c203551/Atalanta-Ascoli-September-8-1991-Serie-A
Milan,Cagliari,https://fbref.com/en/matches/62dfbda5/Milan-Cagliari-September-8-1991-Serie-A
Torino,Lazio,https://fbref.com/en/matches/64d6b2fe/Torino-Lazio-September-8-1991-Serie-A
Fiorentina,Foggia,https://fbref.com/en/matches/1f09f67a/Fiorentina-Foggia-September-15-1991-Serie-A
Napoli,Parma,https://fbref.com/en/matches/c4e156c0/Napoli-Parma-September-15-1991-Serie-A
Lazio,Atalanta,https://fbref.com/en/matches/0d0ce4f1/Lazio-Atalanta-September-15-1991-Serie-A
Cagliari,Roma,https://fbref.com/en/matches/9d63cacc/Cagliari-Roma-September-15-1991-Serie-A
Internazionale,Hellas Verona,https://fbref.com/en/matches/81e5256f/Internazionale-Hellas-Verona-September-15-1991-Serie-A
Cremonese,Torino,https://fbref.com/en/matches/729e5420/Cremonese-Torino-September-15-1991-Serie-A
Genoa,Ascoli,https://fbref.com/en/matches/6426191d/Genoa-Ascoli-September-15-1991-Serie-A
Bari,Sampdoria,https://fbref.com/en/matches/65aab14f/Bari-Sampdoria-September-15-1991-Serie-A
Juventus,Milan,https://fbref.com/en/matches/51c438a1/Juventus-Milan-September-15-1991-Serie-A
Sampdoria,Internazionale,https://fbref.com/en/matches/dede0622/Sampdoria-Internazionale-September-22-1991-Serie-A
Ascoli,Lazio,https://fbref.com/en/matches/c7310938/Ascoli-Lazio-September-22-1991-Serie-A
Parma,Cremonese,https://fbref.com/en/matches/cfbe826b/Parma-Cremonese-September-22-1991-Serie-A
Atalanta,Juventus,https://fbref.com/en/matches/e9a12f9d/Atalanta-Juventus-September-22-1991-Serie-A
Milan,Fiorentina,https://fbref.com/en/matches/d01704f1/Milan-Fiorentina-September-22-1991-Serie-A
Roma,Genoa,https://fbref.com/en/matches/c77c01ad/Roma-Genoa-September-22-1991-Serie-A
