Barcelona,Málaga,https://fbref.com/en/matches/269a48cf/Barcelona-Malaga-September-9-2000-La-Liga
La Coruña,Athletic Club,https://fbref.com/en/matches/0ca1c43c/Deportivo-La-Coruna-Athletic-Club-September-9-2000-La-Liga
Real Madrid,Valencia,https://fbref.com/en/matches/ecfb0c02/Real-Madrid-Valencia-September-9-2000-La-Liga
Zaragoza,Espanyol,https://fbref.com/en/matches/b9cba4c0/Zaragoza-Espanyol-September-9-2000-La-Liga
Real Sociedad,Racing Sant,https://fbref.com/en/matches/1dbc5953/Real-Sociedad-Racing-Santander-September-9-2000-La-Liga
Villarreal,Rayo Vallecano,https://fbref.com/en/matches/33e21a4a/Villarreal-Rayo-Vallecano-September-10-2000-La-Liga
Numancia,Oviedo,https://fbref.com/en/matches/1fccdd79/Numancia-Oviedo-September-10-2000-La-Liga
Osasuna,Celta Vigo,https://fbref.com/en/matches/ea250756/Osasuna-Celta-Vigo-September-10-2000-La-Liga
Mallorca,Valladolid,https://fbref.com/en/matches/395b8e71/Mallorca-Valladolid-September-10-2000-La-Liga
Las Palmas,Alavés,https://fbref.com/en/matches/b38ff31f/Las-Palmas-Alaves-September-10-2000-La-Liga
Valladolid,Numancia,https://fbref.com/en/matches/2b7ea58c/Valladolid-Numancia-September-16-2000-La-Liga
Athletic Club,Barcelona,https://fbref.com/en/matches/c313b804/Athletic-Club-Barcelona-September-16-2000-La-Liga
Racing Sant,La Coruña,https://fbref.com/en/matches/6782f6bf/Racing-Santander-Deportivo-La-Coruna-September-16-2000-La-Liga
Málaga,Real Madrid,https://fbref.com/en/matches/0e686ab0/Malaga-Real-Madrid-September-16-2000-La-Liga
Valencia,Mallorca,https://fbref.com/en/matches/742f832d/Valencia-Mallorca-September-16-2000-La-Liga
Rayo Vallecano,Zaragoza,https://fbref.com/en/matches/9f356da6/Rayo-Vallecano-Zaragoza-September-17-2000-La-Liga
Espanyol,Osasuna,https://fbref.com/en/matches/d06f4512/Espanyol-Osasuna-September-17-2000-La-Liga
Celta Vigo,Real Sociedad,https://fbref.com/en/matches/707cc0fe/Celta-Vigo-Real-Sociedad-September-17-2000-La-Liga
Oviedo,Las Palmas,https://fbref.com/en/matches/2303d769/Oviedo-Las-Palmas-September-17-2000-La-Liga
Alavés,Villarreal,https://fbref.com/en/matches/0add66bc/Alaves-Villarreal-September-17-2000-La-Liga
Real Madrid,Athletic Club,https://fbref.com/en/matches/a232ad65/Real-Madrid-Athletic-Club-September-23-2000-La-Liga
