position,CM
minutes,500.0
passes_completed,268.0
passes,312.0
dribbles_completed,2.0
dribbles,2.0
passes_completed_short,140.0
passes_short,158.0
passes_completed_medium,101.0
passes_medium,116.0
passes_completed_long,19.0
passes_long,26.0
passes_total_distance,4282.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,73.0
passes_switches,3.0
crosses,3.0
corner_kicks,0.0
passes_intercepted,10.0
passes_blocked,3.0
dispossessed,9.0
goals,2.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,3.0
sca,5.0
gca,0.0
xg,1.9
crosses_into_penalty_area,0.0
passes_into_final_third,18.0
passes_into_penalty_area,0.0
progressive_passes,20.0
carry_progressive_distance,505.0
assisted_shots,2.0
fouled,9.0
pens_won,0.0
tackles,7.0
interceptions,7.0
blocks,14.0
tackles_won,4.0
dribble_tackles,0.0
dribbles_vs,5.0
pressures,111.0
pressure_regains,35.0
clearances,12.0
errors,0.0
aerials_won,10.0
aerials_lost,10.0
ball_recoveries,52.0
pens_conceded,0.0
fouls,8.0
cards_yellow_red,0.0
