position,RB
minutes,180.0
passes_completed,92.0
passes,124.0
dribbles_completed,2.0
dribbles,2.0
passes_completed_short,47.0
passes_short,52.0
passes_completed_medium,27.0
passes_medium,35.0
passes_completed_long,16.0
passes_long,32.0
passes_total_distance,1743.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,19.0
passes_switches,10.0
crosses,16.0
corner_kicks,2.0
passes_intercepted,2.0
passes_blocked,4.0
dispossessed,0.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,0.0
sca,10.0
gca,2.0
xg,0.0
crosses_into_penalty_area,7.0
passes_into_final_third,9.0
passes_into_penalty_area,8.0
progressive_passes,12.0
carry_progressive_distance,393.0
assisted_shots,6.0
fouled,7.0
pens_won,0.0
tackles,4.0
interceptions,3.0
blocks,3.0
tackles_won,4.0
dribble_tackles,3.0
dribbles_vs,6.0
pressures,19.0
pressure_regains,5.0
clearances,3.0
errors,0.0
aerials_won,3.0
aerials_lost,0.0
ball_recoveries,21.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
