position,LW
minutes,216.0
passes_completed,94.0
passes,118.0
dribbles_completed,2.0
dribbles,3.0
passes_completed_short,65.0
passes_short,72.0
passes_completed_medium,23.0
passes_medium,32.0
passes_completed_long,3.0
passes_long,6.0
passes_total_distance,1248.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,24.0
passes_switches,1.0
crosses,4.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,6.0
dispossessed,6.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,5.0
shots_on_target,2.0
sca,6.0
gca,1.0
xg,0.30000000000000004
crosses_into_penalty_area,0.0
passes_into_final_third,2.0
passes_into_penalty_area,3.0
progressive_passes,6.0
carry_progressive_distance,270.0
assisted_shots,3.0
fouled,1.0
pens_won,0.0
tackles,1.0
interceptions,0.0
blocks,1.0
tackles_won,0.0
dribble_tackles,1.0
dribbles_vs,1.0
pressures,30.0
pressure_regains,10.0
clearances,0.0
errors,0.0
aerials_won,1.0
aerials_lost,1.0
ball_recoveries,15.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
