position,RB
minutes,180.0
passes_completed,75.0
passes,105.0
dribbles_completed,0.0
dribbles,1.0
passes_completed_short,35.0
passes_short,44.0
passes_completed_medium,32.0
passes_medium,42.0
passes_completed_long,6.0
passes_long,16.0
passes_total_distance,1268.0
passes_free_kicks,2.0
through_balls,0.0
passes_pressure,17.0
passes_switches,4.0
crosses,7.0
corner_kicks,4.0
passes_intercepted,7.0
passes_blocked,4.0
dispossessed,2.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,4.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,3.0
passes_into_penalty_area,1.0
progressive_passes,9.0
carry_progressive_distance,236.0
assisted_shots,2.0
fouled,3.0
pens_won,0.0
tackles,4.0
interceptions,2.0
blocks,3.0
tackles_won,0.0
dribble_tackles,1.0
dribbles_vs,2.0
pressures,30.0
pressure_regains,8.0
clearances,6.0
errors,0.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,21.0
pens_conceded,0.0
fouls,0.0
cards_yellow_red,0.0
