position,LW
minutes,782.0
passes_completed,210.0
passes,291.0
dribbles_completed,14.0
dribbles,27.0
passes_completed_short,123.0
passes_short,146.0
passes_completed_medium,68.0
passes_medium,92.0
passes_completed_long,14.0
passes_long,35.0
passes_total_distance,3190.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,53.0
passes_switches,9.0
crosses,21.0
corner_kicks,4.0
passes_intercepted,13.0
passes_blocked,13.0
dispossessed,16.0
goals,5.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,26.0
shots_on_target,10.0
sca,20.0
gca,2.0
xg,1.9
crosses_into_penalty_area,2.0
passes_into_final_third,10.0
passes_into_penalty_area,9.0
progressive_passes,20.0
carry_progressive_distance,1563.0
assisted_shots,10.0
fouled,9.0
pens_won,0.0
tackles,5.0
interceptions,6.0
blocks,13.0
tackles_won,2.0
dribble_tackles,2.0
dribbles_vs,11.0
pressures,118.0
pressure_regains,25.0
clearances,4.0
errors,0.0
aerials_won,2.0
aerials_lost,5.0
ball_recoveries,42.0
pens_conceded,0.0
fouls,11.0
cards_yellow_red,0.0
