position,RB
minutes,1330.0
passes_completed,764.0
passes,1042.0
dribbles_completed,16.0
dribbles,32.0
passes_completed_short,301.0
passes_short,337.0
passes_completed_medium,326.0
passes_medium,413.0
passes_completed_long,127.0
passes_long,250.0
passes_total_distance,15248.0
passes_free_kicks,10.0
through_balls,1.0
passes_pressure,223.0
passes_switches,24.0
crosses,57.0
corner_kicks,9.0
passes_intercepted,27.0
passes_blocked,34.0
dispossessed,9.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,10.0
shots_on_target,5.0
sca,35.0
gca,2.0
xg,0.7
crosses_into_penalty_area,7.0
passes_into_final_third,56.0
passes_into_penalty_area,26.0
progressive_passes,82.0
carry_progressive_distance,2023.0
assisted_shots,22.0
fouled,0.0
pens_won,0.0
tackles,29.0
interceptions,26.0
blocks,25.0
tackles_won,17.0
dribble_tackles,15.0
dribbles_vs,39.0
pressures,214.0
pressure_regains,78.0
clearances,36.0
errors,1.0
aerials_won,3.0
aerials_lost,8.0
ball_recoveries,163.0
pens_conceded,0.0
fouls,11.0
cards_yellow_red,0.0
