position,CB
minutes,1568.0
passes_completed,432.0
passes,573.0
dribbles_completed,0.0
dribbles,0.0
passes_completed_short,127.0
passes_short,155.0
passes_completed_medium,199.0
passes_medium,246.0
passes_completed_long,101.0
passes_long,160.0
passes_total_distance,9942.0
passes_free_kicks,12.0
through_balls,0.0
passes_pressure,94.0
passes_switches,22.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,7.0
passes_blocked,7.0
dispossessed,1.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,9.0
shots_on_target,1.0
sca,3.0
gca,0.0
xg,0.7
crosses_into_penalty_area,0.0
passes_into_final_third,39.0
passes_into_penalty_area,2.0
progressive_passes,36.0
carry_progressive_distance,874.0
assisted_shots,1.0
fouled,9.0
pens_won,0.0
tackles,20.0
interceptions,22.0
blocks,35.0
tackles_won,11.0
dribble_tackles,7.0
dribbles_vs,17.0
pressures,96.0
pressure_regains,41.0
clearances,89.0
errors,1.0
aerials_won,22.0
aerials_lost,14.0
ball_recoveries,189.0
pens_conceded,0.0
fouls,21.0
cards_yellow_red,0.0
