position,LW
minutes,981.0
passes_completed,374.0
passes,505.0
dribbles_completed,15.0
dribbles,24.0
passes_completed_short,209.0
passes_short,240.0
passes_completed_medium,121.0
passes_medium,165.0
passes_completed_long,31.0
passes_long,70.0
passes_total_distance,5727.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,93.0
passes_switches,7.0
crosses,27.0
corner_kicks,5.0
passes_intercepted,14.0
passes_blocked,14.0
dispossessed,21.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,19.0
shots_on_target,4.0
sca,17.0
gca,1.0
xg,1.6
crosses_into_penalty_area,1.0
passes_into_final_third,15.0
passes_into_penalty_area,12.0
progressive_passes,42.0
carry_progressive_distance,1848.0
assisted_shots,10.0
fouled,10.0
pens_won,0.0
tackles,7.0
interceptions,9.0
blocks,18.0
tackles_won,5.0
dribble_tackles,4.0
dribbles_vs,14.0
pressures,145.0
pressure_regains,33.0
clearances,7.0
errors,0.0
aerials_won,4.0
aerials_lost,12.0
ball_recoveries,80.0
pens_conceded,0.0
fouls,7.0
cards_yellow_red,0.0
