position,LM
minutes,180.0
passes_completed,46.0
passes,54.0
dribbles_completed,9.0
dribbles,12.0
passes_completed_short,30.0
passes_short,31.0
passes_completed_medium,10.0
passes_medium,13.0
passes_completed_long,3.0
passes_long,6.0
passes_total_distance,631.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,8.0
passes_switches,2.0
crosses,3.0
corner_kicks,0.0
passes_intercepted,0.0
passes_blocked,1.0
dispossessed,10.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,5.0
shots_on_target,2.0
sca,3.0
gca,0.0
xg,0.3
crosses_into_penalty_area,0.0
passes_into_final_third,2.0
passes_into_penalty_area,1.0
progressive_passes,4.0
carry_progressive_distance,307.0
assisted_shots,0.0
fouled,6.0
pens_won,0.0
tackles,6.0
interceptions,4.0
blocks,2.0
tackles_won,4.0
dribble_tackles,1.0
dribbles_vs,7.0
pressures,92.0
pressure_regains,15.0
clearances,0.0
errors,0.0
aerials_won,3.0
aerials_lost,2.0
ball_recoveries,4.0
pens_conceded,0.0
fouls,7.0
cards_yellow_red,0.0
