position,WB
minutes,540.0
passes_completed,317.0
passes,380.0
dribbles_completed,7.0
dribbles,15.0
passes_completed_short,170.0
passes_short,190.0
passes_completed_medium,125.0
passes_medium,143.0
passes_completed_long,20.0
passes_long,36.0
passes_total_distance,5105.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,35.0
passes_switches,2.0
crosses,13.0
corner_kicks,0.0
passes_intercepted,6.0
passes_blocked,9.0
dispossessed,5.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,7.0
shots_on_target,4.0
sca,18.0
gca,2.0
xg,0.6000000000000001
crosses_into_penalty_area,1.0
passes_into_final_third,13.0
passes_into_penalty_area,6.0
progressive_passes,20.0
carry_progressive_distance,918.0
assisted_shots,8.0
fouled,0.0
pens_won,0.0
tackles,10.0
interceptions,1.0
blocks,11.0
tackles_won,7.0
dribble_tackles,2.0
dribbles_vs,5.0
pressures,56.0
pressure_regains,12.0
clearances,6.0
errors,0.0
aerials_won,5.0
aerials_lost,6.0
ball_recoveries,66.0
pens_conceded,1.0
fouls,7.0
cards_yellow_red,0.0
