position,RM
minutes,868.0
passes_completed,303.0
passes,385.0
dribbles_completed,7.0
dribbles,9.0
passes_completed_short,154.0
passes_short,177.0
passes_completed_medium,112.0
passes_medium,139.0
passes_completed_long,24.0
passes_long,50.0
passes_total_distance,4823.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,87.0
passes_switches,3.0
crosses,3.0
corner_kicks,0.0
passes_intercepted,9.0
passes_blocked,6.0
dispossessed,12.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,12.0
shots_on_target,2.0
sca,22.0
gca,2.0
xg,1.2000000000000002
crosses_into_penalty_area,1.0
passes_into_final_third,27.0
passes_into_penalty_area,4.0
progressive_passes,24.0
carry_progressive_distance,655.0
assisted_shots,8.0
fouled,9.0
pens_won,0.0
tackles,18.0
interceptions,12.0
blocks,26.0
tackles_won,9.0
dribble_tackles,5.0
dribbles_vs,15.0
pressures,178.0
pressure_regains,42.0
clearances,8.0
errors,0.0
aerials_won,4.0
aerials_lost,7.0
ball_recoveries,87.0
pens_conceded,0.0
fouls,13.0
cards_yellow_red,0.0
