position,RM
minutes,2921.0
passes_completed,762.0
passes,1042.0
dribbles_completed,80.0
dribbles,127.0
passes_completed_short,393.0
passes_short,497.0
passes_completed_medium,268.0
passes_medium,344.0
passes_completed_long,65.0
passes_long,129.0
passes_total_distance,12111.0
passes_free_kicks,12.0
through_balls,3.0
passes_pressure,235.0
passes_switches,35.0
crosses,56.0
corner_kicks,58.0
passes_intercepted,45.0
passes_blocked,47.0
dispossessed,97.0
goals,32.0
assists,10.0
pens_made,1.0
pens_att,2.0
shots_total,140.0
shots_on_target,65.0
sca,151.0
gca,30.0
xg,22.3
crosses_into_penalty_area,9.0
passes_into_final_third,36.0
passes_into_penalty_area,49.0
progressive_passes,101.0
carry_progressive_distance,5205.0
assisted_shots,62.0
fouled,30.0
pens_won,1.0
tackles,9.0
interceptions,13.0
blocks,16.0
tackles_won,8.0
dribble_tackles,2.0
dribbles_vs,14.0
pressures,456.0
pressure_regains,133.0
clearances,2.0
errors,0.0
aerials_won,7.0
aerials_lost,19.0
ball_recoveries,216.0
pens_conceded,0.0
fouls,18.0
cards_yellow_red,0.0
