position,RB
minutes,301.0
passes_completed,149.0
passes,206.0
dribbles_completed,0.0
dribbles,2.0
passes_completed_short,72.0
passes_short,81.0
passes_completed_medium,53.0
passes_medium,70.0
passes_completed_long,23.0
passes_long,47.0
passes_total_distance,2796.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,25.0
passes_switches,2.0
crosses,21.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,10.0
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,1.0
sca,7.0
gca,0.0
xg,0.1
crosses_into_penalty_area,7.0
passes_into_final_third,14.0
passes_into_penalty_area,8.0
progressive_passes,17.0
carry_progressive_distance,334.0
assisted_shots,5.0
fouled,4.0
pens_won,0.0
tackles,10.0
interceptions,4.0
blocks,6.0
tackles_won,5.0
dribble_tackles,3.0
dribbles_vs,4.0
pressures,52.0
pressure_regains,15.0
clearances,10.0
errors,2.0
aerials_won,0.0
aerials_lost,3.0
ball_recoveries,39.0
pens_conceded,0.0
fouls,6.0
cards_yellow_red,0.0
