position,LM
minutes,180.0
passes_completed,112.0
passes,162.0
dribbles_completed,1.0
dribbles,3.0
passes_completed_short,58.0
passes_short,67.0
passes_completed_medium,44.0
passes_medium,54.0
passes_completed_long,8.0
passes_long,33.0
passes_total_distance,1798.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,43.0
passes_switches,6.0
crosses,13.0
corner_kicks,4.0
passes_intercepted,8.0
passes_blocked,6.0
dispossessed,1.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,1.0
sca,10.0
gca,2.0
xg,0.1
crosses_into_penalty_area,3.0
passes_into_final_third,12.0
passes_into_penalty_area,6.0
progressive_passes,18.0
carry_progressive_distance,382.0
assisted_shots,6.0
fouled,3.0
pens_won,0.0
tackles,2.0
interceptions,0.0
blocks,7.0
tackles_won,0.0
dribble_tackles,1.0
dribbles_vs,4.0
pressures,32.0
pressure_regains,14.0
clearances,2.0
errors,0.0
aerials_won,1.0
aerials_lost,1.0
ball_recoveries,24.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
