position,RM
minutes,149.0
passes_completed,58.0
passes,82.0
dribbles_completed,6.0
dribbles,9.0
passes_completed_short,28.0
passes_short,34.0
passes_completed_medium,24.0
passes_medium,32.0
passes_completed_long,1.0
passes_long,7.0
passes_total_distance,815.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,16.0
passes_switches,0.0
crosses,7.0
corner_kicks,1.0
passes_intercepted,1.0
passes_blocked,6.0
dispossessed,2.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,0.0
sca,5.0
gca,1.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,5.0
passes_into_penalty_area,2.0
progressive_passes,5.0
carry_progressive_distance,392.0
assisted_shots,2.0
fouled,1.0
pens_won,0.0
tackles,0.0
interceptions,5.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,0.0
pressures,15.0
pressure_regains,1.0
clearances,3.0
errors,0.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,15.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
