position,FW
minutes,77
passes_completed,17
passes,28
dribbles_completed,0
dribbles,0
passes_completed_short,9
passes_short,10
passes_completed_medium,4
passes_medium,9
passes_completed_long,4
passes_long,8
passes_total_distance,338
passes_free_kicks,3
through_balls,0
passes_pressure,10
passes_switches,4
crosses,5
corner_kicks,4
passes_intercepted,0
passes_blocked,2
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,1
sca,2
gca,0
xg,0.2
crosses_into_penalty_area,0
passes_into_final_third,2
passes_into_penalty_area,0
progressive_passes,2
carry_progressive_distance,75
assisted_shots,1
fouled,1
pens_won,0
tackles,1
interceptions,1
blocks,0
tackles_won,1
dribble_tackles,0
dribbles_vs,1
pressures,18
pressure_regains,6
clearances,1
errors,0
aerials_won,1
aerials_lost,1
ball_recoveries,4
pens_conceded,0
fouls,1
cards_yellow_red,0
