position,RB
minutes,1720.0
passes_completed,1140.0
passes,1410.0
dribbles_completed,13.0
dribbles,19.0
passes_completed_short,432.0
passes_short,485.0
passes_completed_medium,576.0
passes_medium,681.0
passes_completed_long,125.0
passes_long,222.0
passes_total_distance,21423.0
passes_free_kicks,8.0
through_balls,1.0
passes_pressure,164.0
passes_switches,25.0
crosses,33.0
corner_kicks,1.0
passes_intercepted,34.0
passes_blocked,22.0
dispossessed,9.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,5.0
shots_on_target,0.0
sca,22.0
gca,2.0
xg,0.2
crosses_into_penalty_area,8.0
passes_into_final_third,117.0
passes_into_penalty_area,17.0
progressive_passes,126.0
carry_progressive_distance,3382.0
assisted_shots,13.0
fouled,10.0
pens_won,0.0
tackles,48.0
interceptions,33.0
blocks,24.0
tackles_won,23.0
dribble_tackles,15.0
dribbles_vs,31.0
pressures,289.0
pressure_regains,101.0
clearances,39.0
errors,1.0
aerials_won,20.0
aerials_lost,14.0
ball_recoveries,248.0
pens_conceded,0.0
fouls,13.0
cards_yellow_red,0.0
