position,CB
minutes,2103.0
passes_completed,1530.0
passes,1740.0
dribbles_completed,1.0
dribbles,1.0
passes_completed_short,386.0
passes_short,430.0
passes_completed_medium,880.0
passes_medium,948.0
passes_completed_long,252.0
passes_long,342.0
passes_total_distance,32728.0
passes_free_kicks,19.0
through_balls,0.0
passes_pressure,161.0
passes_switches,43.0
crosses,6.0
corner_kicks,0.0
passes_intercepted,12.0
passes_blocked,8.0
dispossessed,1.0
goals,2.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,14.0
shots_on_target,5.0
sca,19.0
gca,2.0
xg,1.7000000000000004
crosses_into_penalty_area,2.0
passes_into_final_third,91.0
passes_into_penalty_area,9.0
progressive_passes,84.0
carry_progressive_distance,4086.0
assisted_shots,7.0
fouled,7.0
pens_won,0.0
tackles,25.0
interceptions,27.0
blocks,32.0
tackles_won,10.0
dribble_tackles,9.0
dribbles_vs,20.0
pressures,176.0
pressure_regains,66.0
clearances,140.0
errors,1.0
aerials_won,60.0
aerials_lost,28.0
ball_recoveries,304.0
pens_conceded,1.0
fouls,15.0
cards_yellow_red,0.0
