position,AM
minutes,745.0
passes_completed,144.0
passes,243.0
dribbles_completed,8.0
dribbles,10.0
passes_completed_short,61.0
passes_short,94.0
passes_completed_medium,53.0
passes_medium,92.0
passes_completed_long,20.0
passes_long,34.0
passes_total_distance,2541.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,74.0
passes_switches,5.0
crosses,7.0
corner_kicks,0.0
passes_intercepted,5.0
passes_blocked,5.0
dispossessed,10.0
goals,3.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,28.0
shots_on_target,7.0
sca,16.0
gca,1.0
xg,1.1
crosses_into_penalty_area,3.0
passes_into_final_third,9.0
passes_into_penalty_area,7.0
progressive_passes,12.0
carry_progressive_distance,200.0
assisted_shots,5.0
fouled,14.0
pens_won,0.0
tackles,4.0
interceptions,2.0
blocks,7.0
tackles_won,1.0
dribble_tackles,1.0
dribbles_vs,2.0
pressures,84.0
pressure_regains,17.0
clearances,15.0
errors,0.0
aerials_won,51.0
aerials_lost,34.0
ball_recoveries,38.0
pens_conceded,0.0
fouls,28.0
cards_yellow_red,1.0
