position,AM
minutes,1283.0
passes_completed,274.0
passes,390.0
dribbles_completed,22.0
dribbles,41.0
passes_completed_short,160.0
passes_short,201.0
passes_completed_medium,88.0
passes_medium,121.0
passes_completed_long,20.0
passes_long,43.0
passes_total_distance,4183.0
passes_free_kicks,2.0
through_balls,2.0
passes_pressure,107.0
passes_switches,10.0
crosses,16.0
corner_kicks,0.0
passes_intercepted,13.0
passes_blocked,19.0
dispossessed,32.0
goals,3.0
assists,3.0
pens_made,0.0
pens_att,0.0
shots_total,34.0
shots_on_target,11.0
sca,54.0
gca,5.0
xg,4.2
crosses_into_penalty_area,1.0
passes_into_final_third,24.0
passes_into_penalty_area,14.0
progressive_passes,41.0
carry_progressive_distance,1622.0
assisted_shots,20.0
fouled,24.0
pens_won,0.0
tackles,18.0
interceptions,8.0
blocks,28.0
tackles_won,11.0
dribble_tackles,4.0
dribbles_vs,29.0
pressures,286.0
pressure_regains,66.0
clearances,9.0
errors,0.0
aerials_won,7.0
aerials_lost,31.0
ball_recoveries,103.0
pens_conceded,0.0
fouls,16.0
cards_yellow_red,0.0
